Métrica,Valor
Timestamp,1758376043
Pasos Totales,23611
Recompensa Total,52.6
Tiempo (s),1586.1018042564392
Pasos/Segundo,14.886181918864143
Memoria (MB),198.921875
Razón,Interrumpido por usuario
Escenario,Primer Pokémon obtenido (Interrumpido por usuario)
