Métrica,Valor
Pasos Totales,500
Tiempo (s),532.0787515640259
Recompensa Total,2.0
Eficiencia (Rew/Paso),0.004
Velocidad (Pasos/s),0.9397105194113999
Estado de Ejecución,Exitoso
