Métrica,Valor
Timestamp,1758383596
Agente,PPO
Pasos Totales,360
Recompensa Total,26.1
Tiempo (s),25.350558280944824
Pasos/Segundo,14.200870687356819
Memoria (MB),378.21484375
Modelo,runs\poke_26214400.zip
Razón,Interrumpido por usuario
