Métrica,Valor
Timestamp,1758378533
Pasos Totales,4535
Recompensa Total,34.1
Tiempo (s),307.77912640571594
Pasos/Segundo,14.734592475325766
Memoria (MB),171.63671875
Razón,Interrumpido por usuario
Escenario,Primer Pokémon obtenido (Interrumpido por usuario)
