success,failure_reason,total_duration_seconds,total_steps,steps_per_second,total_reward,avg_reward_per_step,max_reward,min_reward,battle_won,battle_steps,pokemon_fainted_player,pokemon_fainted_opponent,puzzle_solved,puzzle_attempts,puzzle_steps,unique_tiles_explored,stuck_count,backtrack_count,potions_used,status_heals_used,total_items_used,final_avg_hp,badge_start,badge_end,badge_delta,gym_number,gym_name,agent_name,session_id,timestamp
False,,149.2,10240,68.63,256003.98,25.0004,29.02,24.95,False,0,0,0,False,0,0,1,204,0,0,0,0,0,0,0,0,1,Pewter City Gym - Brock,CombatApex_Local,1763993996,2025-11-24T11:19:56.835669
