Métrica,Valor
Timestamp,1758505061
Epsilon Start,0.1
Epsilon Min,0.01
Epsilon Decay,0.9999
Pasos Totales,103
Tiempo (s),0.0016040802001953125
Pasos/Segundo,103.0
Recompensa Total,117.89454
Recompensa Promedio,1.1446071844660195
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,60
Eficiencia Exploración,0.5825242718446602
