Métrica,Valor
Timestamp,1758505060
Epsilon Start,0.3
Epsilon Min,0.01
Epsilon Decay,0.9998
Pasos Totales,574
Tiempo (s),0.001645803451538086
Pasos/Segundo,574.0
Recompensa Total,152.73440000000002
Recompensa Promedio,0.26608780487804884
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,246
Eficiencia Exploración,0.42857142857142855
