Métrica,Valor
Timestamp,1758505058
Epsilon Start,0.7
Epsilon Min,0.05
Epsilon Decay,0.9995
Pasos Totales,1131
Tiempo (s),0.003020763397216797
Pasos/Segundo,1131.0
Recompensa Total,303.858722
Recompensa Promedio,0.26866376834659594
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,425
Eficiencia Exploración,0.3757736516357206
