Métrica,Valor
Timestamp,1758341959
Pasos Totales,6991
Recompensa Total,45.0
Tiempo (s),470.00847697257996
Pasos/Segundo,14.874199812374556
Memoria (MB),178.8203125
Razón,Interrumpido por usuario
Escenario,Primer Pokémon obtenido (Interrumpido por usuario)
