Métrica,Valor
Pasos Totales,600
Tiempo (s),511.9439888000488
Recompensa Total,2.0
Eficiencia (Rew/Paso),0.0033333333333333335
Velocidad (Pasos/s),1.1720032134889338
Estado de Ejecución,Exitoso
