Métrica,Valor
Pasos Totales,40
Tiempo (s),1.0569477081298828
Recompensa Total,0.30000000000000004
Eficiencia (Rew/Paso),0.0075000000000000015
Velocidad (Pasos/s),37.844824008156706
Estado de Ejecución,Exitoso
