Métrica,Valor
Pasos Totales,600
Tiempo (s),502.6878261566162
Recompensa Total,1.0
Eficiencia (Rew/Paso),0.0016666666666666668
Velocidad (Pasos/s),1.1935837089738184
Estado de Ejecución,Exitoso
