Métrica,Valor
Timestamp,1758505058
Epsilon Start,0.7
Epsilon Min,0.05
Epsilon Decay,0.9995
Pasos Totales,262
Tiempo (s),0.0
Pasos/Segundo,262.0
Recompensa Total,144.465284
Recompensa Promedio,0.551394213740458
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,94
Eficiencia Exploración,0.35877862595419846
