Métrica,Valor
Timestamp,1758383477
Agente,PPO
Pasos Totales,292
Recompensa Total,25.6
Tiempo (s),20.960943698883057
Pasos/Segundo,13.930670498177989
Memoria (MB),378.92578125
Modelo,runs\poke_26214400.zip
Razón,Interrumpido por usuario
