Métrica,Valor
Pasos Totales,600
Tiempo (s),501.04209184646606
Recompensa Total,2.2
Eficiencia (Rew/Paso),0.003666666666666667
Velocidad (Pasos/s),1.1975041813130891
Estado de Ejecución,Exitoso
