Métrica,Valor
Pasos Totales,600
Tiempo (s),499.7994327545166
Recompensa Total,2.6
Eficiencia (Rew/Paso),0.004333333333333333
Velocidad (Pasos/s),1.2004815545573024
Estado de Ejecución,Exitoso
