Métrica,Valor
Pasos Totales,600
Tiempo (s),497.2999596595764
Recompensa Total,2.7
Eficiencia (Rew/Paso),0.0045000000000000005
Velocidad (Pasos/s),1.2065152798538858
Estado de Ejecución,Exitoso
