Métrica,Valor
Timestamp,1758505060
Epsilon Start,0.3
Epsilon Min,0.01
Epsilon Decay,0.9998
Pasos Totales,88
Tiempo (s),0.0
Pasos/Segundo,88.0
Recompensa Total,116.295995
Recompensa Promedio,1.3215453977272729
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,41
Eficiencia Exploración,0.4659090909090909
