Métrica,Valor
Timestamp,1758505057
Epsilon Start,0.9
Epsilon Min,0.1
Epsilon Decay,0.999
Pasos Totales,85
Tiempo (s),0.0
Pasos/Segundo,85.0
Recompensa Total,115.596259
Recompensa Promedio,1.359955988235294
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,35
Eficiencia Exploración,0.4117647058823529
