Métrica,Valor
Timestamp,1758505057
Epsilon Start,0.9
Epsilon Min,0.1
Epsilon Decay,0.999
Pasos Totales,4
Tiempo (s),0.0
Pasos/Segundo,4.0
Recompensa Total,101.399985
Recompensa Promedio,25.34999625
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,5
Eficiencia Exploración,1.25
