Métrica,Valor
Timestamp,1758505059
Epsilon Start,0.5
Epsilon Min,0.05
Epsilon Decay,0.9995
Pasos Totales,123
Tiempo (s),0.0016002655029296875
Pasos/Segundo,123.0
Recompensa Total,123.79225
Recompensa Promedio,1.006441056910569
Pokemon Obtenidos,1
Suma de Niveles,5
Posiciones Exploradas,60
Eficiencia Exploración,0.4878048780487805
