Métrica,Valor
Pasos Totales,600
Tiempo (s),444.79462242126465
Recompensa Total,10.3
Eficiencia (Rew/Paso),0.017166666666666667
Velocidad (Pasos/s),1.3489371717982248
Estado de Ejecución,Exitoso
