Métrica,Valor
Pasos Totales,600
Tiempo (s),451.98244857788086
Recompensa Total,28.9
Eficiencia (Rew/Paso),0.04816666666666666
Velocidad (Pasos/s),1.327485175337764
Estado de Ejecución,Exitoso
