Métrica,Valor
Pasos Totales,600
Tiempo (s),444.5945796966553
Recompensa Total,14.5
Eficiencia (Rew/Paso),0.024166666666666666
Velocidad (Pasos/s),1.3495441181702599
Estado de Ejecución,Exitoso
