Métrica,Valor
Pasos Totales,400
Tiempo (s),10.819221496582031
Recompensa Total,1.0
Eficiencia (Rew/Paso),0.0025
Velocidad (Pasos/s),36.971236805380734
Estado de Ejecución,Exitoso
