Métrica,Valor
Pasos Totales,500
Tiempo (s),517.184271812439
Recompensa Total,3.6
Eficiencia (Rew/Paso),0.0072
Velocidad (Pasos/s),0.9667734060198354
Estado de Ejecución,Exitoso
