Métrica,Valor
Timestamp,1758339151
Pasos Totales,47738
Recompensa Total,63.5
Tiempo (s),3213.374849319458
Pasos/Segundo,14.856032127751966
Memoria (MB),221.48828125
Razón,Interrumpido por usuario
Escenario,Primer Pokémon obtenido (Interrumpido por usuario)
