Métrica,Valor
Pasos Totales,400
Tiempo (s),20.955970287322998
Recompensa Total,1.1
Eficiencia (Rew/Paso),0.0027500000000000003
Velocidad (Pasos/s),19.08763920332403
Estado de Ejecución,Exitoso
