Métrica,Valor
Pasos Totales,40
Tiempo (s),10.233027935028076
Recompensa Total,0.8
Eficiencia (Rew/Paso),0.02
Velocidad (Pasos/s),3.9089114438042674
Estado de Ejecución,Exitoso
