Métrica,Valor
Pasos Totales,500
Tiempo (s),529.8433113098145
Recompensa Total,4.7
Eficiencia (Rew/Paso),0.0094
Velocidad (Pasos/s),0.9436752136475226
Estado de Ejecución,Exitoso
