Métrica,Valor
Pasos Totales,500
Tiempo (s),532.1516819000244
Recompensa Total,4.4
Eficiencia (Rew/Paso),0.0088
Velocidad (Pasos/s),0.9395817339424198
Estado de Ejecución,Exitoso
