Métrica,Valor
Pasos Totales,20
Tiempo (s),1.1562299728393555
Recompensa Total,0.1
Eficiencia (Rew/Paso),0.005
Velocidad (Pasos/s),17.297596905299017
Estado de Ejecución,Exitoso
