Métrica,Valor
Pasos Totales,25
Tiempo (s),1.1997079849243164
Recompensa Total,0.8
Eficiencia (Rew/Paso),0.032
Velocidad (Pasos/s),20.838404273500878
Estado de Ejecución,Exitoso
