Métrica,Valor
Timestamp,1758383335
Agente,PPO
Pasos Totales,324
Recompensa Total,25.8
Tiempo (s),22.821815013885498
Pasos/Segundo,14.196942697277512
Memoria (MB),377.765625
Modelo,runs\poke_26214400.zip
Razón,Interrumpido por usuario
