Métrica,Valor
Timestamp,1758505059
Epsilon Start,0.3
Epsilon Min,0.01
Epsilon Decay,0.9998
Pasos Totales,203
Tiempo (s),0.0
Pasos/Segundo,203.0
Recompensa Total,83.17909000000002
Recompensa Promedio,0.40974921182266016
Pokemon Obtenidos,1
Suma de Niveles,6
Posiciones Exploradas,90
Eficiencia Exploración,0.4433497536945813
