Métrica,Valor
Timestamp,1758339851
Pasos Totales,9293
Recompensa Total,51.400000000000006
Tiempo (s),624.7160210609436
Pasos/Segundo,14.875558952718823
Memoria (MB),177.859375
Razón,Interrumpido por usuario
Escenario,Primer Pokémon obtenido (Interrumpido por usuario)
